@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5,6}

@data
125,'2017/02/07 17:15:53:326',1,0.923851,0.161152,0.081419,-0.059941,-0.243407,0.174145,0.544557,0.42598,0.266479,0.195,0.158004,0.266416,0.169679,387.597656,0.020963,0.10831,?,?,1
126,'2017/02/07 17:15:53:347',1,0.786237,0.521787,0.336033,0.276847,0.200511,0.267188,0.297863,0.304844,0.184352,0.168635,0.144151,0.162533,0.030875,129.199219,0.007103,0.019743,?,?,1
127,'2017/02/07 17:15:53:367',1,0.848698,0.432887,0.067107,0.185856,0.088359,0.143087,0.319463,0.247339,0.162923,0.297385,0.250615,0.305491,0.332647,258.398438,0.007528,0.020246,?,?,1
128,'2017/02/07 17:15:53:389',1,0.79835,0.654868,0.211076,0.180863,0.230715,0.1225,0.005593,0.179087,0.175967,0.212098,0.248964,0.285547,0.170128,215.332031,0.007869,0.020285,?,?,1
129,'2017/02/07 17:15:53:409',1,0.847815,0.426906,0.233704,0.251719,0.105851,0.108051,0.164042,0.188791,0.184192,0.259301,0.266401,0.286767,0.200864,172.265625,0.007547,0.017586,?,?,1
130,'2017/02/07 17:15:53:431',1,0.838427,0.461415,0.095579,0.105252,0.093848,0.100565,0.241107,0.22572,0.169276,0.174163,0.22671,0.310779,0.424818,215.332031,0.005961,0.015371,?,?,1
131,'2017/02/07 17:15:53:451',1,0.801816,0.519921,0.158719,0.234786,0.059214,0.080719,0.188569,0.19057,0.12688,0.113866,0.137065,0.424984,0.433035,215.332031,0.006604,0.017157,?,?,1
132,'2017/02/07 17:15:53:473',1,0.730486,0.585851,0.413949,0.415233,0.170225,0.079031,0.229877,0.28143,0.092409,0.15931,0.20758,0.33115,0.274706,172.265625,0.005659,0.01393,?,?,1
133,'2017/02/07 17:15:53:493',1,0.601315,0.427142,0.1875,0.191614,0.013373,0.161703,0.260114,0.526701,0.448888,0.329753,0.277563,0.291822,0.365193,20025.878906,0.006386,0.015082,?,?,1
134,'2017/02/07 17:15:53:514',1,0.620472,0.413293,0.088194,0.055937,-0.009179,0.100638,0.285219,0.328058,0.261898,0.355903,0.235136,0.250183,0.394243,430.664063,0.00529,0.015186,?,?,1
135,'2017/02/07 17:15:59:638',2,0.714095,0.367455,0.282339,0.235066,0.123747,-0.035315,0.119755,0.476021,0.173198,0.096091,0.22574,0.485096,0.337886,258.398438,0.009319,0.020397,?,?,2
136,'2017/02/07 17:15:59:659',2,1.010402,0.641886,0.224608,0.038965,-0.148338,-0.113688,0.030206,0.394991,0.331297,0.195844,0.104129,0.345978,0.098229,344.53125,0.014201,0.073635,?,?,2
137,'2017/02/07 17:15:59:680',2,0.837532,0.801779,0.281696,0.083733,0.083703,0.110048,0.032486,0.260332,0.238051,0.163416,0.187408,0.319298,0.258694,258.398438,0.01111,0.030565,?,?,2
138,'2017/02/07 17:15:59:702',2,0.743746,0.599986,0.166076,0.089294,0.13755,0.002287,0.112224,0.302859,0.289495,0.278967,0.209706,0.175943,0.372581,215.332031,0.010524,0.025084,?,?,2
139,'2017/02/07 17:15:59:721',2,0.698558,0.422937,0.241531,0.317232,0.193435,0.037081,0.16389,0.257185,0.239054,0.243327,0.027002,0.168421,0.203653,172.265625,0.007559,0.018622,?,?,2
140,'2017/02/07 17:15:59:743',2,0.011221,0.566846,0.405151,0.151882,0.285223,-0.102035,0.107706,0.408832,0.131356,0.193261,0.231228,0.326792,0.401161,4349.707031,0.038992,0.113397,?,?,2
141,'2017/02/07 17:15:59:763',2,0.561805,0.14099,0.248853,0.024791,0.135084,0.013756,0.25126,0.527324,0.235478,0.117628,0.216036,0.376633,0.482352,1378.125,0.012706,0.039252,?,?,2
142,'2017/02/07 17:15:59:784',2,0.495573,-0.204815,0.028985,0.33074,0.556187,0.261162,0.355823,0.468383,0.113698,0.10703,0.194668,0.235359,0.198812,1421.191406,0.010475,0.024613,?,?,2
143,'2017/02/07 17:15:59:804',2,0.942588,0.015021,0.026336,0.289104,0.331786,0.240793,0.0661,0.335055,0.30397,0.191788,0.024919,0.176869,0.371282,1119.726563,0.013481,0.038068,?,?,2
144,'2017/02/07 17:15:59:826',2,1.061218,-0.522254,0.04211,0.049744,0.156102,0.454502,0.064796,-0.007675,0.412096,-0.028526,-0.026872,0.309794,0.237085,645.996094,0.073363,0.377227,?,?,2
145,'2017/02/07 17:15:59:847',2,1.032475,-0.595038,0.009864,-0.013676,0.134349,0.510446,0.078301,-0.047438,0.34111,-0.013327,-0.062355,0.260131,0.274247,602.929688,0.085676,0.444739,?,?,2
146,'2017/02/07 17:15:59:868',2,1.018127,-0.56886,0.109398,-0.041987,0.102569,0.30066,0.045756,-0.119654,0.081941,0.10646,0.006469,0.250482,0.421946,602.929688,0.114395,0.549814,?,?,2
147,'2017/02/07 17:15:59:888',2,1.108526,-0.349046,0.090074,-0.158542,0.220385,0.234765,0.062638,0.10223,-0.010442,0.12403,-0.019432,0.252521,0.348503,689.0625,0.103523,0.495288,?,?,2
148,'2017/02/07 17:15:59:909',2,0.834916,-0.533063,-0.079982,-0.124722,0.222529,0.275422,0.389297,0.304016,0.107741,0.292588,0.089005,0.348008,0.30995,645.996094,0.066538,0.3957,?,?,2
149,'2017/02/07 17:15:59:929',2,1.244097,0.018881,-0.122554,-0.299957,0.350332,0.156068,0.111803,0.19688,-0.017621,0.240306,-0.247784,0.323596,0.40927,602.929688,0.069782,0.45315,?,?,2
150,'2017/02/07 17:15:59:950',2,1.249346,-0.1474,-0.099863,0.083273,0.253681,0.227165,-0.078829,-0.040653,0.010743,0.129882,0.002088,0.387164,0.402121,689.0625,0.040543,0.2319,?,?,2
151,'2017/02/07 17:15:59:971',2,1.180421,-0.123144,-0.203267,0.016924,0.151809,0.221287,0.222618,0.170804,0.028573,0.018418,0.134711,0.404576,0.380089,645.996094,0.021843,0.135199,?,?,2
152,'2017/02/07 17:15:59:992',2,1.093954,0.079901,-0.124687,0.025146,0.384304,0.349211,0.24247,0.193379,-0.036369,0.085736,0.208316,0.411269,0.281027,689.0625,0.016584,0.100022,?,?,2
153,'2017/02/07 17:16:00:013',2,0.401798,-0.223443,-0.252689,0.244829,-0.053898,0.274595,0.341741,0.1667,0.109344,0.42994,0.128876,0.449251,0.414668,689.0625,0.049672,0.134611,?,?,2
154,'2017/02/07 17:16:00:034',2,0.58982,-0.176591,0.039433,0.126515,0.083732,0.100391,0.41288,0.236429,0.229779,0.151915,0.09784,0.481977,0.018382,387.597656,0.030901,0.087377,?,?,2
155,'2017/02/07 17:16:00:055',2,0.633291,-0.019464,0.286548,-0.074387,-0.066777,0.252606,0.395108,0.188984,0.228135,0.028145,0.099649,0.442891,0.121749,645.996094,0.024002,0.07694,?,?,2
156,'2017/02/07 17:16:00:075',2,1.064111,0.132276,0.266944,-0.213965,-0.273969,0.298425,0.414833,-0.163103,-0.010332,0.282696,0.057682,0.240863,0.258049,215.332031,0.03763,0.204126,?,?,2
157,'2017/02/07 17:16:00:097',2,0.99781,-0.254395,0.261985,-0.206294,-0.152422,0.380599,0.416333,-0.249632,-0.012272,0.148352,0.060876,0.184614,0.443829,602.929688,0.076918,0.451094,?,?,2
158,'2017/02/07 17:16:00:117',2,0.750186,-0.262543,0.34743,-0.234136,0.051097,0.487665,0.432835,-0.174263,-0.166032,0.274316,0.024257,0.196833,0.470902,602.929688,0.061338,0.287097,?,?,2
159,'2017/02/07 17:16:00:138',2,0.654281,-0.345389,0.30919,-0.259658,0.009841,0.593509,0.490559,-0.081648,0.010132,0.34351,0.101355,0.189526,0.455446,2627.050781,0.055889,0.277533,?,?,2
160,'2017/02/07 17:16:00:159',2,0.69194,-0.081905,0.324784,-0.157724,-0.168581,0.321933,0.430443,-0.012128,0.047623,0.08225,0.126994,0.249092,0.337541,559.863281,0.074185,0.293921,?,?,2
161,'2017/02/07 17:16:00:179',2,1.077405,-0.076962,0.372159,-0.203103,-0.085932,0.15705,0.079979,0.054834,0.021222,0.128038,0.020093,0.312503,0.332515,215.332031,0.068428,0.364928,?,?,2
162,'2017/02/07 17:16:00:201',2,1.132178,-0.332453,0.182945,0.007754,-0.064453,0.127647,0.078688,0.016074,0.230079,0.206821,0.151013,0.230122,0.36363,301.464844,0.070364,0.406967,?,?,2
163,'2017/02/07 17:16:00:221',2,1.367311,-0.351777,0.076735,0.19231,0.068241,0.184759,0.096933,0.013016,0.229319,0.122038,-0.018545,0.214375,0.115645,172.265625,0.053246,0.496185,?,?,2
164,'2017/02/07 17:16:00:242',2,1.125464,-0.435978,-0.068508,0.0451,0.095489,0.296043,0.122202,0.196562,0.244621,0.259703,0.204342,0.370225,0.299743,689.0625,0.034748,0.379391,?,?,2
165,'2017/02/07 17:16:00:263',2,1.120934,-0.224698,0.152339,0.217036,0.145506,0.267561,0.048546,0.126414,0.211694,-0.080916,-0.020663,0.12964,0.352763,1205.859375,0.036981,0.355418,?,?,2
166,'2017/02/07 17:16:00:284',2,0.604995,-0.072946,-0.356119,0.284605,0.078699,0.408751,0.239535,0.186191,0.280249,0.040458,0.110597,0.163539,0.373006,559.863281,0.061387,0.346708,?,?,2
167,'2017/02/07 17:16:00:304',2,0.281127,0.230735,-0.331398,0.274856,0.087388,0.24122,0.239191,0.254717,0.323743,-0.04882,0.184663,0.20617,0.370703,7192.089844,0.170675,0.439824,?,?,2
168,'2017/02/07 17:16:00:326',2,0.412874,0.521599,-0.184625,0.19152,0.002807,0.018544,0.197402,0.000868,0.164814,0.163997,0.225119,0.325999,0.236294,258.398438,0.16088,0.311025,?,?,2
169,'2017/02/07 17:16:00:346',2,0.259267,0.501099,-0.159896,0.080934,0.228638,0.312168,0.331296,-0.037363,0.018405,0.087306,0.210435,0.445,0.434097,645.996094,0.099947,0.22356,?,?,2
170,'2017/02/07 17:16:00:367',2,0.773468,0.097306,0.11176,-0.168364,-0.165418,0.135886,0.407098,-0.022714,0.081067,0.140147,0.044908,0.174463,0.370992,473.730469,0.081805,0.31992,?,?,2
171,'2017/02/07 17:16:00:388',2,0.846465,-0.182075,-0.073799,-0.214654,-0.00033,0.159781,0.455385,0.075699,-0.023945,0.092929,0.047103,0.313613,0.347334,645.996094,0.097949,0.645483,?,?,2
172,'2017/02/07 17:16:00:409',2,1.014375,-0.173715,-0.155639,-0.07867,-0.035757,0.139426,0.332463,0.134871,0.026616,-0.046002,-0.089607,0.317645,0.419754,602.929688,0.08106,0.583893,?,?,2
173,'2017/02/07 17:16:00:430',2,1.150748,-0.177485,-0.315207,-0.236712,0.011027,0.137672,0.136832,0.072755,-0.038477,0.064274,-0.030532,0.320504,0.343387,602.929688,0.080648,0.582731,?,?,2
174,'2017/02/07 17:16:00:451',2,0.631948,0.103745,0.172562,-0.290692,0.343983,0.245709,0.063103,0.206678,-0.002634,0.126684,0.321955,0.156176,0.131317,645.996094,0.083172,0.300301,?,?,2
175,'2017/02/07 17:16:00:472',2,1.280136,-0.278564,-0.156509,-0.107301,0.122462,0.089509,0.113166,0.165713,0.075656,0.183471,0.119224,0.153355,0.345734,602.929688,0.052282,0.267632,?,?,2
176,'2017/02/07 17:16:00:492',2,1.25255,-0.079557,-0.005597,0.015493,0.069751,-0.084328,0.200229,0.314424,0.140696,0.255217,-0.036166,-0.03029,0.377912,387.597656,0.051201,0.288574,?,?,2
177,'2017/02/07 17:16:00:513',2,1.081006,-0.481078,0.21026,-0.021344,-0.00913,0.06624,0.100997,0.290177,0.18355,-0.02575,0.08528,0.128286,0.306002,559.863281,0.115362,0.564934,?,?,2
178,'2017/02/07 17:16:00:534',2,0.728147,-0.832596,0.066186,-0.226707,0.00552,0.274137,0.250344,0.339412,0.417641,0.190868,0.051931,0.25168,0.53911,1205.859375,0.156134,0.65474,?,?,2
179,'2017/02/07 17:16:00:554',2,1.087941,-0.607008,0.177233,0.076189,0.005064,0.199995,0.06307,0.026739,0.230427,-0.036043,-0.030742,0.341405,0.274601,645.996094,0.155171,0.640586,?,?,2
180,'2017/02/07 17:16:00:575',2,1.027615,-0.6731,0.182986,0.138715,0.097021,0.204167,0.034526,0.014891,0.397438,-0.086556,0.062561,0.325936,0.213979,1205.859375,0.13827,0.484991,?,?,2
181,'2017/02/07 17:16:00:596',2,1.099693,-0.649639,0.130688,0.175632,-0.051171,0.180953,0.109016,-0.070787,0.427355,-0.053464,0.100925,0.328705,0.132307,1205.859375,0.129974,0.433978,?,?,2
182,'2017/02/07 17:16:00:617',2,0.784721,-0.414053,0.020167,0.002513,0.301439,-0.035985,0.100855,0.253927,-0.050558,0.33099,0.140853,0.254542,0.343988,732.128906,0.073277,0.352061,?,?,2
183,'2017/02/07 17:16:00:638',2,0.387966,-0.158756,-0.015152,-0.112702,0.361072,-0.041778,0.21866,0.354409,0.123121,0.383939,0.196216,0.408243,0.329735,4048.242188,0.067418,0.29921,?,?,2
184,'2017/02/07 17:16:00:659',2,0.888102,-0.304941,0.37651,0.11046,0.319232,0.330602,-0.005096,0.104795,-0.131685,0.075446,-0.039277,0.382166,0.520287,645.996094,0.04677,0.242155,?,?,2
185,'2017/02/07 17:16:00:679',2,0.821582,-0.705261,0.110759,0.075582,0.16689,0.165795,0.235934,-0.143515,-0.145546,0.231776,0.098227,0.354993,0.357987,818.261719,0.10125,0.424717,?,?,2
186,'2017/02/07 17:16:00:700',2,0.766056,-0.694751,0.172816,0.029092,0.27055,0.316832,0.060498,0.115016,0.144964,0.327923,0.129952,0.10381,0.388799,732.128906,0.077095,0.366017,?,?,2
187,'2017/02/07 17:16:00:721',2,0.698062,-0.77457,0.167591,0.117298,0.139346,0.250594,0.182665,0.142006,0.096467,0.191656,0.23008,0.201747,0.429363,1421.191406,0.096825,0.406377,?,?,2
188,'2017/02/07 17:16:00:742',2,0.702415,-0.889394,0.059448,0.022203,0.298542,0.272895,0.131831,0.2395,0.093205,0.367474,0.161878,0.273685,0.230907,775.195313,0.090913,0.407705,?,?,2
189,'2017/02/07 17:16:00:763',2,1.0293,-0.59563,0.087505,0.310683,0.080024,0.045998,0.197173,-0.062755,-0.078346,0.134185,0.168472,0.282374,0.34814,645.996094,0.066325,0.313657,?,?,2
190,'2017/02/07 17:16:00:784',2,1.075076,-0.297017,0.281129,0.242455,0.051566,0.138456,0.094682,0.042187,-0.043433,0.134916,0.304838,0.243721,0.138002,172.265625,0.034293,0.1913,?,?,2
191,'2017/02/07 17:16:00:804',2,0.813592,-0.56395,0.111214,0.366089,0.459801,0.402517,0.291469,0.110893,-0.03542,0.140701,0.181027,0.164664,0.348776,990.527344,0.021152,0.107679,?,?,2
192,'2017/02/07 17:16:00:825',2,0.626517,-0.426772,0.091674,0.346312,0.410163,0.173444,0.106416,0.081904,0.089605,0.427752,0.236045,0.353299,0.203296,904.394531,0.019905,0.079433,?,?,2
193,'2017/02/07 17:16:00:846',2,0.639492,-0.228177,0.012692,0.32324,0.377472,0.142015,0.168792,-0.012015,0.039224,0.403278,0.130641,0.461889,0.197307,861.328125,0.022987,0.070051,?,?,2
194,'2017/02/07 17:16:00:867',2,0.994471,-0.212043,0.15569,0.195552,0.172393,0.187121,0.052117,0.078949,0.068494,0.188033,0.090935,0.410995,0.202648,215.332031,0.018854,0.094559,?,?,2
195,'2017/02/07 17:16:00:888',2,1.128356,-0.152075,0.20509,-0.085668,-0.019472,0.165927,0.016416,-0.147738,0.315852,0.28382,0.032856,0.216359,0.09486,215.332031,0.034176,0.17917,?,?,2
196,'2017/02/07 17:16:00:909',2,0.996646,0.032152,0.203683,-0.231272,0.03578,0.348523,0.031055,-0.070958,0.355096,0.431089,-0.000615,0.214036,0.220506,387.597656,0.024182,0.110586,?,?,2
197,'2017/02/07 17:16:00:930',2,1.348846,0.324575,0.133237,-0.158533,-0.148376,0.04414,0.09037,0.122957,0.092971,0.091538,0.006453,0.326947,0.323018,215.332031,0.024942,0.182292,?,?,2
198,'2017/02/07 17:16:00:950',2,1.309469,0.492328,0.270267,0.321909,0.005415,-0.031225,-0.0294,0.032136,0.013698,0.119916,0.185531,0.274533,0.290424,172.265625,0.016095,0.127975,?,?,2
199,'2017/02/07 17:16:00:971',2,0.665449,0.124726,0.001185,-0.001072,0.02667,0.145676,0.226243,0.190159,0.272412,0.197138,0.380451,0.518992,0.170274,215.332031,0.008152,0.021174,?,?,2
200,'2017/02/07 17:16:00:992',2,0.62616,0.114764,-0.192182,0.214949,0.315905,0.463188,0.364943,0.29384,0.252168,0.113511,0.283751,0.263013,0.136968,430.664063,0.011037,0.025376,?,?,2
201,'2017/02/07 17:16:01:013',2,-0.11615,0.05315,0.116587,-0.084839,0.138887,0.303412,0.428225,0.208504,0.294854,0.24094,0.147727,0.227317,0.454062,4220.507813,0.080052,0.178609,?,?,2
202,'2017/02/07 17:16:01:033',2,0.35251,-0.316632,0.43878,0.279303,0.116571,-0.119682,0.164385,0.264798,0.229168,0.580486,0.208507,0.407095,0.505186,1335.058594,0.028377,0.101063,?,?,2
203,'2017/02/07 17:16:01:054',2,0.639818,-0.878621,0.122146,0.21765,0.314393,0.275723,0.302087,-0.056731,-0.05005,0.209632,0.062592,0.384771,0.342344,775.195313,0.066381,0.264124,?,?,2
204,'2017/02/07 17:16:01:075',2,0.762636,-0.734331,0.166242,0.09803,0.308205,0.283185,0.306183,0.21782,-0.133129,0.309435,0.090303,0.281085,0.396869,689.0625,0.058639,0.254454,?,?,2
205,'2017/02/07 17:16:01:096',2,0.66804,-0.856312,0.039065,0.093208,0.370301,0.27303,0.297436,0.139331,0.016928,0.346423,0.22253,0.29805,0.404667,861.328125,0.085919,0.374605,?,?,2
206,'2017/02/07 17:16:01:117',2,0.642489,-0.879319,0.002831,0.128027,0.283011,0.238276,0.31202,0.015136,-0.007831,0.328635,0.165795,0.234811,0.399488,732.128906,0.063634,0.282052,?,?,2
207,'2017/02/07 17:16:01:138',2,0.941614,-0.517621,0.102101,0.351305,0.193058,0.024178,0.112902,0.103267,0.069286,0.330053,0.201005,0.128767,0.287542,947.460938,0.028189,0.148105,?,?,2
208,'2017/02/07 17:16:01:158',2,0.837138,-0.453008,-0.013851,0.442215,0.329306,0.278174,0.437975,0.35751,-0.04905,0.091585,0.150434,0.173871,0.258241,1550.390625,0.018799,0.082925,?,?,2
209,'2017/02/07 17:16:01:180',2,0.614831,-0.122981,0.178021,0.390323,0.019717,0.056917,0.332993,0.40814,0.328231,0.279113,0.25821,0.453038,0.209782,1335.058594,0.010762,0.036469,?,?,2
210,'2017/02/07 17:16:01:201',2,0.749598,-0.13978,0.011037,0.255434,0.089422,0.003081,0.225516,0.101238,-0.041702,0.388756,0.418824,0.497374,0.262346,689.0625,0.010833,0.036469,?,?,2
211,'2017/02/07 17:16:01:221',2,0.210419,-0.037963,0.776417,0.063547,0.16988,0.102845,0.083218,-0.165476,0.309183,0.514818,0.068179,0.379513,0.29941,2497.851563,0.037139,0.159448,?,?,2
212,'2017/02/07 17:16:01:242',2,0.729775,-0.023927,0.127202,0.124797,0.250018,0.325023,0.107106,0.161096,0.322738,0.219647,0.195565,0.491596,0.064148,732.128906,0.01267,0.032262,?,?,2
213,'2017/02/07 17:16:01:263',2,0.962271,0.233964,0.382422,-0.240346,-0.255103,0.331564,0.113385,0.058471,0.307038,0.285259,-0.007181,0.178105,0.206939,430.664063,0.02329,0.11464,?,?,2
214,'2017/02/07 17:16:01:284',2,0.866838,0.010822,0.402345,-0.220088,-0.252903,0.113512,0.030026,0.127736,0.331035,0.174734,-0.059019,0.252694,0.36485,215.332031,0.029663,0.136264,?,?,2
215,'2017/02/07 17:16:01:304',2,1.063364,0.540455,0.554671,-0.204266,-0.33789,0.070139,0.195424,0.135676,0.175134,0.124316,-0.046424,0.275719,0.39854,215.332031,0.024003,0.145499,?,?,2
216,'2017/02/07 17:16:01:325',2,1.221088,0.359681,0.088681,-0.247393,-0.228985,-0.011385,0.08398,0.182781,-0.017172,0.076998,0.144196,0.249422,0.250269,215.332031,0.022767,0.178748,?,?,2
217,'2017/02/07 17:16:01:346',2,1.392615,0.683598,0.076883,-0.26789,-0.216205,-0.086879,0.06268,0.060975,0.144151,0.249282,0.108696,0.084111,0.120425,215.332031,0.026344,0.221422,?,?,2
218,'2017/02/07 17:16:01:367',2,1.279745,0.794225,0.278702,-0.177196,-0.222073,-0.119109,0.02722,0.224724,0.16798,0.120364,0.02136,0.244643,0.218411,215.332031,0.020239,0.169295,?,?,2
219,'2017/02/07 17:16:01:388',2,0.145415,0.235559,0.429875,0.133914,0.329011,-0.124387,0.006631,0.113257,0.223504,0.35521,0.397974,0.261777,0.153149,3919.042969,0.069049,0.121655,?,?,2
220,'2017/02/07 17:16:01:409',2,1.102631,0.352734,0.046388,-0.236569,0.030019,0.091652,0.166642,0.455977,0.189162,0.118081,0.254421,0.256881,0.382156,258.398438,0.018796,0.239448,?,?,2
221,'2017/02/07 17:16:01:429',2,1.171568,-0.207217,0.194357,-0.013613,0.179685,0.050541,0.030725,0.360175,0.045917,-0.077738,0.108018,0.20903,0.32649,559.863281,0.049355,0.444406,?,?,2
222,'2017/02/07 17:16:01:451',2,0.923485,-0.582056,-0.071345,-0.042871,0.215964,0.302674,0.023722,0.185196,0.203094,0.057657,0.156329,0.343242,0.344377,689.0625,0.054488,0.57561,?,?,2
223,'2017/02/07 17:16:01:471',2,1.010141,-0.585397,0.166891,0.046267,0.21301,0.166226,-0.046293,0.118498,0.128884,0.211482,0.205936,0.300022,0.21001,1162.792969,0.07309,0.479269,?,?,2
224,'2017/02/07 17:16:01:492',2,0.886783,-0.698354,0.216756,0.212545,0.233016,0.150019,0.129027,0.126697,0.182481,0.085525,0.128596,0.205682,0.298706,1119.726563,0.078644,0.430981,?,?,2
225,'2017/02/07 17:16:01:512',2,0.819005,-0.909913,-0.007075,-0.005394,0.188209,0.291406,0.355143,0.330443,0.029423,0.217776,0.074656,0.092248,0.46428,602.929688,0.072721,0.330574,?,?,2
226,'2017/02/07 17:16:01:534',2,0.813431,-0.604051,0.234297,0.391648,0.236928,0.100665,0.175076,0.145421,0.127041,0.192529,0.25917,0.293859,0.402319,1464.257813,0.026765,0.133341,?,?,2
227,'2017/02/07 17:16:01:554',2,1.264093,-0.179164,0.015761,0.411801,0.070373,0.005011,0.317832,0.082162,-0.161992,-0.073015,0.186901,0.463357,0.348182,645.996094,0.033265,0.164488,?,?,2
228,'2017/02/07 17:16:01:575',2,1.117356,-0.141365,-0.159989,0.218721,-0.017241,-0.040576,0.055992,0.344673,0.273832,0.173231,0.313134,0.363943,0.224129,301.464844,0.018499,0.084843,?,?,2
229,'2017/02/07 17:16:01:596',2,1.210641,-0.015494,-0.059693,-0.180941,-0.031982,0.095913,0.126562,0.323057,-0.0654,0.263925,0.406314,0.15556,0.26732,344.53125,0.031801,0.167603,?,?,2
230,'2017/02/07 17:16:01:616',2,1.235367,0.202524,0.405141,-0.151611,-0.245768,0.133899,0.252864,0.284133,-0.086175,0.264969,0.289799,-0.033712,-0.070468,387.597656,0.04024,0.226272,?,?,2
231,'2017/02/07 17:16:01:637',2,1.012477,0.05468,0.470853,-0.090181,-0.248062,0.180573,0.192661,0.008068,0.152511,0.452814,0.058158,0.132243,-0.058164,344.53125,0.060222,0.234542,?,?,2
232,'2017/02/07 17:16:01:658',2,1.313061,0.183627,0.430765,0.084398,-0.367751,-0.040147,0.187732,0.209237,0.241094,0.080429,0.20739,0.076743,-0.057645,344.53125,0.044061,0.261986,?,?,2
233,'2017/02/07 17:16:01:679',2,1.253278,0.188473,0.657396,-0.0993,-0.367675,0.084128,0.080521,0.148168,0.09529,0.219233,0.076961,0.095138,0.195866,387.597656,0.034374,0.197383,?,?,2
234,'2017/02/07 17:16:01:701',2,0.797311,0.302878,0.261125,-0.189404,-0.253003,0.332436,0.374342,0.346405,0.377829,0.148529,-0.115226,0.207265,0.387387,430.664063,0.024388,0.145295,?,?,2
235,'2017/02/07 17:16:01:721',2,1.247252,0.673869,0.324142,0.028939,-0.141359,0.010734,0.145704,0.200595,0.04488,0.079252,0.081219,0.102043,0.264472,172.265625,0.023998,0.202646,?,?,2
236,'2017/02/07 17:16:01:742',2,1.332957,0.553382,0.441986,-0.19892,-0.349746,0.04564,-0.061525,0.039015,0.258829,0.123308,0.074934,0.057153,0.181757,215.332031,0.031208,0.27472,?,?,2
237,'2017/02/07 17:16:01:763',2,1.120903,-0.148657,0.125927,-0.272057,-0.20577,0.21839,-0.134555,0.425045,0.616555,0.248776,0.172883,0.114385,0.110507,387.597656,0.053009,0.258214,?,?,2
238,'2017/02/07 17:16:01:784',2,1.345698,-0.032383,0.212451,-0.205404,-0.175158,0.263641,-0.135003,0.165856,0.47642,0.088997,0.042915,0.070599,0.081156,301.464844,0.067365,0.329778,?,?,2
239,'2017/02/07 17:16:01:804',2,1.26648,-0.205301,0.155739,-0.023033,-0.110913,0.286619,-0.067101,0.154,0.478937,0.112721,0.059473,0.132177,0.03151,344.53125,0.050746,0.332798,?,?,2
240,'2017/02/07 17:16:01:824',2,0.996025,0.065547,0.117241,-0.017859,-0.016247,0.082528,0.120127,0.325545,0.501894,0.040583,-0.020805,0.133966,0.17089,387.597656,0.038248,0.370828,?,?,2
241,'2017/02/07 17:16:01:846',2,1.146294,-0.394863,0.210799,-0.086384,-0.159278,0.06114,0.188181,0.371155,0.268568,0.173419,0.111817,0.147185,0.199298,430.664063,0.047455,0.314117,?,?,2
242,'2017/02/07 17:16:01:867',2,0.841192,-0.78428,0.071506,-0.0866,-0.006904,0.268805,0.281519,0.235824,0.211925,0.42816,0.203642,0.149121,0.260237,775.195313,0.076213,0.373348,?,?,2
243,'2017/02/07 17:16:01:888',2,0.943009,-0.560441,0.058585,-0.120665,0.025511,-0.001071,0.216409,0.17559,0.126051,0.341015,0.186317,0.120375,0.303614,387.597656,0.102122,0.406713,?,?,2
244,'2017/02/07 17:16:01:909',2,0.428814,-0.175443,-0.253318,0.093324,0.30654,0.013074,0.386094,0.010591,0.092289,0.280704,0.293324,0.292294,0.311505,689.0625,0.087556,0.343955,?,?,2
245,'2017/02/07 17:16:01:930',2,0.04004,0.268317,-0.336765,-0.076825,0.039128,-0.144085,0.441294,0.366315,0.202429,0.243483,0.196511,0.368893,0.363278,5297.167969,0.075754,0.188196,?,?,2
246,'2017/02/07 17:16:01:950',2,0.634596,0.169733,-0.1781,-0.173235,0.266896,-0.163614,0.144295,0.564197,0.166149,0.184535,0.272329,0.271388,0.259592,344.53125,0.025915,0.109532,?,?,2
